time,magnitude,sigma_time,sigma_amp,cov_time_amp,gamma_score,event_index,x(km),y(km),z(km)
2019-12-24 19:19:03.180,999,0.6154765580787219,0,0,17.839886589158898,2019-12-24 19:19:03.180,998.9346997585517,842.7028328706037,31.19578603877103
2019-12-24 19:03:49.878,999,0.7388943045205816,0,0,14.984214135913401,2019-12-24 19:03:49.878,1012.6116260456253,829.3583827435772,22.6274382642983
2019-12-24 19:02:27.595,999,0.5371164300239977,0,0,7.999410568957085,2019-12-24 19:02:27.595,994.1222752265811,808.8179019217114,10.32731893449589
2019-12-24 19:08:57.002,999,0.616994674129393,0,0,8.833133627082937,2019-12-24 19:08:57.002,991.0253065675362,815.129116993828,0.0
2019-12-24 19:14:21.369,999,0.5200409363319606,0,0,13.927238861657951,2019-12-24 19:14:21.369,1002.0182618630542,820.0585770935282,27.18556432436052
2019-12-24 19:10:12.699,999,0.798954249941438,0,0,11.985305465171894,2019-12-24 19:10:12.699,1010.6825453480697,826.6171937662023,0.0
2019-12-24 19:10:58.023,999,0.7575692377280243,0,0,17.74693379738926,2019-12-24 19:10:58.023,1002.5547125609872,818.7750320184188,27.221858765198533
2019-12-24 19:31:47.239,999,0.7157066802849149,0,0,11.702159686897623,2019-12-24 19:31:47.239,1009.1045556099218,825.8148045935748,22.902239539232145
2019-12-24 19:15:43.710,999,0.32854015083030846,0,0,14.089398675182025,2019-12-24 19:15:43.710,997.7072762146986,850.5398276901633,30.80433725476616
2019-12-24 19:25:19.939,999,0.6699849055918607,0,0,16.786865769000208,2019-12-24 19:25:19.939,1007.5593800574771,829.3619899405691,18.0939132045437
2019-12-24 19:43:16.099,999,0.6407035672916978,0,0,11.7206870315669,2019-12-24 19:43:16.099,1006.7671410626027,834.6291559947724,0.0
2019-12-24 19:51:46.389,999,0.09869535758969435,0,0,7.999999967229977,2019-12-24 19:51:46.389,986.5032552454734,847.9345334700101,27.21746812591773
2019-12-24 19:51:56.719,999,0.820197644294412,0,0,10.634571001860111,2019-12-24 19:51:56.719,1004.6837797861602,832.018676417697,0.0
2019-12-24 19:49:33.829,999,0.6287861585265712,0,0,12.4670017448269,2019-12-24 19:49:33.829,1005.0456543252336,836.7464174637371,18.633092369684448
2019-12-24 19:48:08.788,999,0.5115203321868717,0,0,15.36909283176704,2019-12-24 19:48:08.788,996.8696404176786,842.8098998070516,24.959800648454454
2019-12-24 19:53:33.286,999,0.28730360593375476,0,0,14.156250756649822,2019-12-24 19:53:33.286,996.0679345971075,839.8756099878208,25.610269798081646
2019-12-24 19:56:33.033,999,0.7230644758407156,0,0,17.99999999932506,2019-12-24 19:56:33.033,1012.2092576602223,835.9000809922269,0.0
2019-12-24 19:58:44.266,999,0.6757509992609524,0,0,14.918965607988758,2019-12-24 19:58:44.266,1006.9769214794385,837.9547342041703,20.80408297634325
2019-12-24 19:57:33.518,999,0.5054551998345103,0,0,10.199875276908356,2019-12-24 19:57:33.518,978.5070766464942,789.3771493522454,34.60079678077848
2019-12-24 20:04:56.972,999,0.8437994191484468,0,0,13.882486811973763,2019-12-24 20:04:56.972,1005.8411993852167,829.8322460534454,0.0
2019-12-24 20:01:24.961,999,0.7978702571103523,0,0,23.99999907833792,2019-12-24 20:01:24.961,1006.2040324846912,838.6680584330787,0.0
2019-12-24 20:03:04.457,999,0.46670879470460114,0,0,12.718359498114737,2019-12-24 20:03:04.457,1009.9064548051829,838.403859259534,0.0
2019-12-24 20:13:20.383,999,0.7368216526039786,0,0,8.715860894493106,2019-12-24 20:13:20.383,1006.9758736131721,828.299275799596,0.0
2019-12-24 20:09:45.920,999,0.5672790256895868,0,0,13.718184305069979,2019-12-24 20:09:45.920,1006.6844416765543,836.9258549214279,20.111756405524254
2019-12-24 20:11:08.877,999,0.9366139601753724,0,0,17.60271416912642,2019-12-24 20:11:08.877,1006.4962785887946,802.6342186334784,0.0
2019-12-24 20:23:24.064,999,0.6597469931562584,0,0,13.981231392578305,2019-12-24 20:23:24.064,1010.3421595586022,831.7665241376034,0.0
2019-12-24 20:25:45.530,999,0.8710765927059205,0,0,7.81669434690274,2019-12-24 20:25:45.530,1004.7484050404045,832.9136806781967,0.0
2019-12-24 20:32:09.399,999,0.645338135590328,0,0,9.541500572061155,2019-12-24 20:32:09.399,1010.3521502478781,837.721020159176,0.0
2019-12-24 20:38:51.531,999,0.6003654131643453,0,0,6.732443142092773,2019-12-24 20:38:51.531,986.4182212697699,706.2395248031511,1.2629272623811025
2019-12-24 20:40:14.051,999,0.2495397893207428,0,0,8.979911704991961,2019-12-24 20:40:14.051,993.1366898388245,851.1635585282393,23.185334032426148
2019-12-24 20:43:06.016,999,0.7173205937305133,0,0,9.901542904991684,2019-12-24 20:43:06.016,1011.2531497513531,825.1388145522482,0.0
2019-12-24 21:01:48.667,999,0.6649860866824174,0,0,10.994425685483002,2019-12-24 21:01:48.667,1011.1967426423699,837.8064028792179,0.0
2019-12-24 21:12:05.911,999,0.5770591160931982,0,0,10.999977988080692,2019-12-24 21:12:05.911,1009.2092496547697,847.4356775841451,14.36688733442318
