pick_id,arrival_time,probability,phasehint,network,station,location,instrument_type,author,creation_time,event_start_time,event_end_time,detection_probability,snr,station_lat,station_lon,station_elv,file_name,mseed_start_time,mseed_end_time,sampling_rate,sample,segment,segment_type
20191224.190040.75-P-CM.GARC.0.HH,2019-12-24 19:00:40.758393,0.5977022,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:42.087085,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_723000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,2576,723000,overlap
20191224.190046.64-P-CM.GARC.0.HH,2019-12-24 19:00:46.648394,0.4894043,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:55.921758,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_726000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,165,726000,overlap
20191224.190051.62-S-CM.GARC.0.HH,2019-12-24 19:00:51.628394,0.37974787,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:56.146434,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_726000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,663,726000,overlap
20191224.190100.08-P-CM.GARC.0.HH,2019-12-24 19:01:00.088394,0.6334224,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:47.953219,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_6000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,9,6000,single
20191224.190111.32-S-CM.GARC.0.HH,2019-12-24 19:01:11.328394,0.428577,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:48.220708,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_6000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,1133,6000,single
20191224.190129.00-P-CM.FLO2.0.HH,2019-12-24 19:01:29.008393,0.59451145,P,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:19:32.131730,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_6000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2899,6000,single
20191224.190136.96-S-CM.GARC.0.HH,2019-12-24 19:01:36.968393,0.51544,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:32.515620,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_9000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,697,9000,single
20191224.190136.99-P-CM.GARC.0.HH,2019-12-24 19:01:36.998394,0.69394404,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:48.089233,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_9000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,700,9000,single
20191224.190148.46-S-CM.GARC.0.HH,2019-12-24 19:01:48.468394,0.44391236,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:56.095207,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_732000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,347,732000,overlap
20191224.190148.55-P-CM.GARC.0.HH,2019-12-24 19:01:48.558393,0.39363754,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:42.213212,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_732000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,356,732000,overlap
20191224.190236.07-P-CM.URMC.0.HH,2019-12-24 19:02:36.078394,0.7689173,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:18.803600,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_15000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,608,15000,single
20191224.190240.19-S-CM.URMC.0.HH,2019-12-24 19:02:40.198394,0.44757962,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:18.872825,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_15000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,1020,15000,single
20191224.190240.28-S-CM.URMC.0.HH,2019-12-24 19:02:40.288393,0.82182324,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:31.197063,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_15000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1029,15000,single
20191224.190240.34-S-CM.URMC.0.HH,2019-12-24 19:02:40.348393,0.58497745,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:17:47.350085,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_15000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1035,15000,single
20191224.190243.89-P-CM.PRA.0.HH,2019-12-24 19:02:43.898393,0.9579055,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:17:47.663932,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_15000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,1388,15000,single
20191224.190243.92-P-CM.PRA.0.HH,2019-12-24 19:02:43.928393,0.954848,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:05.397003,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHE__20191224T190000Z__20191224T210000Z.mseed_15000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,1391,15000,single
20191224.190243.93-P-CM.PRA.0.HH,2019-12-24 19:02:43.938393,0.9616558,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:28.718465,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHN__20191224T190000Z__20191224T210000Z.mseed_15000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,1392,15000,single
20191224.190251.08-P-CM.ORTC.0.HH,2019-12-24 19:02:51.088393,0.7510912,P,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:50.717292,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_15000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,2109,15000,single
20191224.190251.55-P-CM.ORTC.0.HH,2019-12-24 19:02:51.558393,0.34377933,P,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:31.691661,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_15000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,2156,15000,single
20191224.190253.84-P-CM.GARC.0.HH,2019-12-24 19:02:53.848394,0.5415409,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:48.168859,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_15000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2385,15000,single
20191224.190254.01-S-CM.PRA.0.HH,2019-12-24 19:02:54.018393,0.89444005,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:29.103688,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHN__20191224T190000Z__20191224T210000Z.mseed_15000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2400,15000,single
20191224.190254.07-S-CM.PRA.0.HH,2019-12-24 19:02:54.078393,0.8714879,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:05.720382,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHE__20191224T190000Z__20191224T210000Z.mseed_15000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2406,15000,single
20191224.190254.10-S-CM.PRA.0.HH,2019-12-24 19:02:54.108393,0.48191503,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:17:48.242691,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_15000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2409,15000,single
20191224.190310.54-S-CM.ORTC.0.HH,2019-12-24 19:03:10.548393,0.30462873,S,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:58.782574,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_738000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,2555,738000,overlap
20191224.190317.62-S-CM.CHI.0.HH,2019-12-24 19:03:17.628394,0.3913176,S,CM,CHI,0,HH,PhaseNet,2023-01-18 15:18:05.659815,,,,,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.CHI.00.HHN__20191224T185959Z__20191224T205959Z.mseed_741000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,263,741000,overlap
20191224.190331.34-S-CM.GARC.0.HH,2019-12-24 19:03:31.348394,0.4283479,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:48.148769,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_21000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,135,21000,single
20191224.190347.12-S-CM.GARC.0.HH,2019-12-24 19:03:47.128394,0.52171683,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:56.129955,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_744000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,213,744000,overlap
20191224.190358.20-P-CM.URMC.0.HH,2019-12-24 19:03:58.208394,0.7009184,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:18.893866,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_21000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2821,21000,single
20191224.190358.27-P-CM.URMC.0.HH,2019-12-24 19:03:58.278393,0.3808926,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:06.037757,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_744000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1328,744000,overlap
20191224.190358.68-P-CM.URMC.0.HH,2019-12-24 19:03:58.688393,0.8057984,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:40.393859,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_744000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1369,744000,overlap
20191224.190358.80-P-CM.URMC.0.HH,2019-12-24 19:03:58.808393,0.5338908,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:06.038476,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_744000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1381,744000,overlap
20191224.190402.84-S-CM.URMC.0.HH,2019-12-24 19:04:02.848393,0.49894938,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:31.427529,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_24000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,285,24000,single
20191224.190403.44-S-CM.URMC.0.HH,2019-12-24 19:04:03.448394,0.38392693,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:25.427276,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_744000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,1845,744000,overlap
20191224.190406.25-P-CM.PRA.0.HH,2019-12-24 19:04:06.258393,0.74224746,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:28.873398,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHN__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,624,24000,single
20191224.190406.25-P-CM.PRA.0.HH,2019-12-24 19:04:06.258393,0.6890982,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:17:47.666446,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,624,24000,single
20191224.190406.28-P-CM.PRA.0.HH,2019-12-24 19:04:06.288393,0.84701246,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:05.332100,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHE__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,627,24000,single
20191224.190413.42-P-CM.ORTC.0.HH,2019-12-24 19:04:13.428393,0.8240109,P,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:51.012434,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_24000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1343,24000,single
20191224.190413.46-P-CM.ORTC.0.HH,2019-12-24 19:04:13.468393,0.86393636,P,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:31.447918,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_24000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1347,24000,single
20191224.190413.46-P-CM.ORTC.0.HH,2019-12-24 19:04:13.468393,0.8378331,P,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:19:35.995362,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_24000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1347,24000,single
20191224.190415.35-P-CM.CHI.0.HH,2019-12-24 19:04:15.358393,0.5359241,P,CM,CHI,0,HH,PhaseNet,2023-01-18 15:18:21.494825,,,,,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.CHI.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_24000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1536,24000,single
20191224.190415.51-P-CM.CHI.0.HH,2019-12-24 19:04:15.518394,0.6800898,P,CM,CHI,0,HH,PhaseNet,2023-01-18 15:19:32.129556,,,,,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed_24000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,1552,24000,single
20191224.190415.55-P-CM.CHI.0.HH,2019-12-24 19:04:15.558394,0.73114175,P,CM,CHI,0,HH,PhaseNet,2023-01-18 15:17:47.517063,,,,,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.CHI.00.HHN__20191224T185959Z__20191224T205959Z.mseed_24000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,1556,24000,single
20191224.190416.11-S-CM.PRA.0.HH,2019-12-24 19:04:16.118393,0.5429492,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:17:48.034683,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,1610,24000,single
20191224.190416.32-S-CM.PRA.0.HH,2019-12-24 19:04:16.328393,0.51896733,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:28.944510,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHN__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,1631,24000,single
20191224.190416.41-S-CM.PRA.0.HH,2019-12-24 19:04:16.418393,0.7824983,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:05.637923,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHE__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,1640,24000,single
20191224.190425.47-P-CM.GARC.0.HH,2019-12-24 19:04:25.478393,0.6314426,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:42.310221,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_747000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1048,747000,overlap
20191224.190425.48-P-CM.GARC.0.HH,2019-12-24 19:04:25.488394,0.5774234,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:56.089434,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_747000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,1049,747000,overlap
20191224.190425.48-P-CM.GARC.0.HH,2019-12-24 19:04:25.488394,0.778477,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:40.962661,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_747000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,1049,747000,overlap
20191224.190428.88-P-CM.YOT.0.HH,2019-12-24 19:04:28.888393,0.46410385,P,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:33.004729,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHN__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2887,24000,single
20191224.190429.56-P-CM.YOT.0.HH,2019-12-24 19:04:29.568393,0.7962749,P,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:03.600809,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHE__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2955,24000,single
20191224.190429.60-P-CM.YOT.0.HH,2019-12-24 19:04:29.608393,0.87582004,P,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:05.625933,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2959,24000,single
20191224.190429.75-S-CM.YOT.0.HH,2019-12-24 19:04:29.758393,0.3523699,S,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:33.313389,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHN__20191224T190000Z__20191224T210000Z.mseed_24000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2974,24000,single
20191224.190430.42-P-CM.YOT.0.HH,2019-12-24 19:04:30.428393,0.46691632,P,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:03.530699,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHE__20191224T190000Z__20191224T210000Z.mseed_27000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,41,27000,single
20191224.190430.64-P-CM.YOT.0.HH,2019-12-24 19:04:30.648393,0.6537871,P,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:33.039472,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHN__20191224T190000Z__20191224T210000Z.mseed_27000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,63,27000,single
20191224.190431.80-P-CM.YOT.0.HH,2019-12-24 19:04:31.808393,0.62065816,P,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:05.703172,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_27000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,179,27000,single
20191224.190431.92-S-CM.URMC.0.HH,2019-12-24 19:04:31.928394,0.40465578,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:18.704433,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_27000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,193,27000,single
20191224.190433.79-S-CM.ORTC.0.HH,2019-12-24 19:04:33.798393,0.5589716,S,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:31.734126,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_27000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,380,27000,single
20191224.190433.85-P-CM.FLO2.0.HH,2019-12-24 19:04:33.858393,0.5821852,P,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:19:32.257684,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_27000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,384,27000,single
20191224.190433.95-S-CM.ORTC.0.HH,2019-12-24 19:04:33.958393,0.50422984,S,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:19:36.036676,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_27000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,396,27000,single
20191224.190433.96-P-CM.CHI.0.HH,2019-12-24 19:04:33.968393,0.33857206,P,CM,CHI,0,HH,PhaseNet,2023-01-18 15:18:26.584917,,,,,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.CHI.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_747000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1897,747000,overlap
20191224.190434.04-P-CM.FLO2.0.HH,2019-12-24 19:04:34.048393,0.46623626,P,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:18:48.352142,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHE__20191224T190000Z__20191224T210000Z.mseed_27000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,403,27000,single
20191224.190434.08-S-CM.CHI.0.HH,2019-12-24 19:04:34.088394,0.46891022,S,CM,CHI,0,HH,PhaseNet,2023-01-18 15:17:47.747336,,,,,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.CHI.00.HHN__20191224T185959Z__20191224T205959Z.mseed_27000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,409,27000,single
20191224.190434.22-P-CM.FLO2.0.HH,2019-12-24 19:04:34.228393,0.45258197,P,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:19:18.575919,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHN__20191224T190000Z__20191224T210000Z.mseed_27000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,421,27000,single
20191224.190435.13-P-CM.FLO2.0.HH,2019-12-24 19:04:35.138393,0.6627116,P,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:18:48.352801,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHE__20191224T190000Z__20191224T210000Z.mseed_27000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,512,27000,single
