pick_id,timestamp,prob,type,network,station,location,instrument_type,author,creation_time,event_start_time,event_end_time,detection_probability,snr,station_lat,station_lon,station_elv,file_name,id,event_idx,prob_gamma
20191224.190934.52-S-CM.ORTC.00.HH,2019-12-24 19:09:34.528393,0.29,S,CM,ORTC,00,HH,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:09:18.738393,2019-12-24 19:09:41.248393,0.58,4.0,3.909,-75.246,446.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,1,0.0007655215316410832
20191224.191018.61-P-CM.CLEJA.10.HN,2019-12-24 19:10:18.610000,0.76,P,CM,CLEJA,10,HN,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:10:18.510000,2019-12-24 19:10:22.520000,0.91,19.2,3.536269,-74.041429,749.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CLEJA/CM.CLEJA.10.HNE__20191224T190336Z__20191224T210000Z.mseed,CM.CLEJA.10.HN,2,8.137991977191389e-05
20191224.191020.77-P-CM.URMC.00.HH,2019-12-24 19:10:20.778393,0.78,P,CM,URMC,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:10:20.688393,2019-12-24 19:10:26.378393,0.94,23.6,3.24719,-74.37879,725.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,2,0.00011894114273385493
20191224.191021.33-S-CM.CLEJA.10.HN,2019-12-24 19:10:21.330000,0.68,S,CM,CLEJA,10,HN,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:10:18.510000,2019-12-24 19:10:22.520000,0.91,4.4,3.536269,-74.041429,749.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CLEJA/CM.CLEJA.10.HNE__20191224T190336Z__20191224T210000Z.mseed,CM.CLEJA.10.HN,2,0.00032551780044517455
20191224.191024.58-S-CM.URMC.00.HH,2019-12-24 19:10:24.588393,0.62,S,CM,URMC,00,HH,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:10:20.688393,2019-12-24 19:10:26.378393,0.94,15.9,3.24719,-74.37879,725.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,2,0.000406905130389544
20191224.191035.99-P-CM.ORTC.00.HH,2019-12-24 19:10:35.998393,0.88,P,CM,ORTC,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:10:35.948393,2019-12-24 19:11:04.838393,0.98,2.5,3.909,-75.246,446.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,2,0.0006203639623485591
20191224.191038.13-P-CM.CHI.00.HH,2019-12-24 19:10:38.138394,0.27,P,CM,CHI,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:10:37.798394,2019-12-24 19:11:03.538394,0.88,2.7,4.6295,-73.7371,3140.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,2,0.0007655215316410832
20191224.191104.46-P-CM.CLEJA.10.HN,2019-12-24 19:11:04.460000,0.69,P,CM,CLEJA,10,HN,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:11:04.360000,2019-12-24 19:11:08.750000,0.68,34.8,3.536269,-74.041429,749.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CLEJA/CM.CLEJA.10.HNE__20191224T190336Z__20191224T210000Z.mseed,CM.CLEJA.10.HN,3,8.137991977191389e-05
20191224.191107.05-P-CM.URMC.00.HH,2019-12-24 19:11:07.058393,0.67,P,CM,URMC,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:11:06.948393,2019-12-24 19:11:13.358393,0.94,20.4,3.24719,-74.37879,725.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,3,0.00011894114273385493
20191224.191107.53-S-CM.CLEJA.10.HN,2019-12-24 19:11:07.530000,0.48,S,CM,CLEJA,10,HN,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:11:04.360000,2019-12-24 19:11:08.750000,0.68,5.0,3.536269,-74.041429,749.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CLEJA/CM.CLEJA.10.HNE__20191224T190336Z__20191224T210000Z.mseed,CM.CLEJA.10.HN,3,0.00032551780044517455
20191224.191111.36-S-CM.URMC.00.HH,2019-12-24 19:11:11.368393,0.54,S,CM,URMC,00,HH,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:11:06.948393,2019-12-24 19:11:13.358393,0.94,18.3,3.24719,-74.37879,725.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,3,0.000406905130389544
20191224.191122.00-P-CM.ORTC.00.HH,2019-12-24 19:11:22.008393,0.89,P,CM,ORTC,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:11:21.938393,2019-12-24 19:11:43.798393,0.98,16.7,3.909,-75.246,446.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,3,0.0006203639623485591
20191224.191124.03-P-CM.CHI.00.HH,2019-12-24 19:11:24.038394,0.38,P,CM,CHI,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:11:23.518394,2019-12-24 19:11:48.568394,0.94,7.0,4.6295,-73.7371,3140.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,3,0.0007655215316410832
20191224.191137.40-S-CM.ORTC.00.HH,2019-12-24 19:11:37.408393,0.5,S,CM,ORTC,00,HH,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:11:21.938393,2019-12-24 19:11:43.798393,0.98,6.1,3.909,-75.246,446.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,3,7.80677613353015e-05
20191224.191427.60-P-CM.CLEJA.10.HN,2019-12-24 19:14:27.600000,0.78,P,CM,CLEJA,10,HN,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:14:27.510000,2019-12-24 19:14:31.680000,0.87,27.7,3.536269,-74.041429,749.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CLEJA/CM.CLEJA.10.HNE__20191224T190336Z__20191224T210000Z.mseed,CM.CLEJA.10.HN,4,8.137991977191389e-05
20191224.191430.17-P-CM.URMC.00.HH,2019-12-24 19:14:30.178393,0.29,P,CM,URMC,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:14:29.698393,2019-12-24 19:14:36.828393,0.88,6.0,3.24719,-74.37879,725.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,4,0.00011894114273385493
20191224.191434.66-S-CM.URMC.00.HH,2019-12-24 19:14:34.668393,0.61,S,CM,URMC,00,HH,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:14:29.698393,2019-12-24 19:14:36.828393,0.88,13.1,3.24719,-74.37879,725.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/URMC/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed,CM.URMC.00.HH,4,0.00032551780044517455
20191224.191445.02-P-CM.ORTC.00.HH,2019-12-24 19:14:45.028393,0.68,P,CM,ORTC,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:14:44.858393,2019-12-24 19:15:12.528393,0.94,10.9,3.909,-75.246,446.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,4,0.000406905130389544
20191224.191448.04-P-CM.CHI.00.HH,2019-12-24 19:14:48.048394,0.62,P,CM,CHI,00,HH,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:14:47.898394,2019-12-24 19:15:11.548394,0.91,4.4,4.6295,-73.7371,3140.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,4,0.0006203639623485591
20191224.191503.83-S-CM.ORTC.00.HH,2019-12-24 19:15:03.838393,0.03,S,CM,ORTC,00,HH,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:14:44.858393,2019-12-24 19:15:12.528393,0.94,6.5,3.909,-75.246,446.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/ORTC/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed,CM.ORTC.00.HH,4,0.0007655215316410832
20191224.191504.40-S-CM.CHI.00.HH,2019-12-24 19:15:04.408394,0.18,S,CM,CHI,00,HH,EQTransformer,2023-05-15 22:12:23.636511,2019-12-24 19:14:47.898394,2019-12-24 19:15:11.548394,0.91,2.3,4.6295,-73.7371,3140.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CHI/CM.CHI.00.HHE__20191224T185959Z__20191224T205959Z.mseed,CM.CHI.00.HH,4,7.80677613353015e-05
20191224.191547.48-P-CM.CLEJA.10.HN,2019-12-24 19:15:47.480000,0.83,P,CM,CLEJA,10,HN,EQTransformer,2023-05-15 22:12:23.596591,2019-12-24 19:15:47.430000,2019-12-24 19:15:51.700000,0.91,37.9,3.536269,-74.041429,749.0,/home/emmanuel/EDCT/SeisMonitor/6m/downloads/CLEJA/CM.CLEJA.10.HNE__20191224T190336Z__20191224T210000Z.mseed,CM.CLEJA.10.HN,5,8.137991977191389e-05
